Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 2, 3, 2.183407, 2.184399, 2.183903,371.96, 0.000560744, 2.47227e-06
102045, 2, 3, 2.183416, 2.184337, 2.183877,371.96, 0.000560744, 2.47272e-06
102045, 2, 3, 2.183460, 2.184364, 2.183912,371.96, 0.000560744, 2.47309e-06
102045, 2, 3, 2.184289, 2.184432, 2.184361,371.96, 0.000560744, 2.48278e-06
102045, 2, 3, 2.184179, 2.184464, 2.184322,371.96, 0.000560744, 2.48345e-06
102045, 2, 3, 2.184232, 2.184355, 2.184294,371.96, 0.000560744, 2.48452e-06
102045, 2, 3, 2.184203, 2.184439, 2.184321,371.96, 0.000560744, 2.48406e-06
102045, 2, 3, 2.184230, 2.184391, 2.184311,371.96, 0.000560744, 2.48532e-06
102045, 2, 3, 2.183517, 2.184432, 2.183975,371.96, 0.000560744, 2.47339e-06
102045, 2, 3, 2.184166, 2.184500, 2.184333,371.96, 0.000560744, 2.48273e-06
102045, 2, 3, 2.183489, 2.184377, 2.183933,371.96, 0.000560744, 2.47326e-06
102045, 2, 3, 2.184148, 2.184335, 2.184241,371.96, 0.000560744, 2.48336e-06
102045, 2, 3, 2.184211, 2.184485, 2.184348,371.96, 0.000560744, 2.48386e-06
102045, 2, 3, 2.183445, 2.184411, 2.183928,371.96, 0.000560744, 2.4729e-06
102045, 2, 3, 2.184242, 2.184612, 2.184427,371.96, 0.000560744, 2.48351e-06
102045, 2, 3, 2.183582, 2.184505, 2.184043,371.96, 0.000560744, 2.47518e-06
102045, 2, 3, 2.184200, 2.184492, 2.184346,371.96, 0.000560744, 2.48295e-06
102045, 2, 3, 2.184135, 2.184456, 2.184296,371.96, 0.000560744, 2.48224e-06
102045, 2, 3, 2.183410, 2.184346, 2.183878,371.96, 0.000560744, 2.47273e-06
102045, 2, 3, 2.183483, 2.184539, 2.184011,371.96, 0.000560744, 2.47378e-06
102045, 2, 3, 2.184197, 2.184457, 2.184327,371.96, 0.000560744, 2.4834e-06
102045, 2, 3, 2.183510, 2.184464, 2.183987,371.96, 0.000560744, 2.47478e-06
102045, 2, 3, 2.183568, 2.184475, 2.184021,371.96, 0.000560744, 2.47418e-06
102045, 2, 3, 2.184229, 2.185434, 2.184832,371.96, 0.000560744, 2.48411e-06
102045, 2, 3, 2.184211, 2.184431, 2.184321,371.96, 0.000560744, 2.48287e-06
102045, 2, 3, 2.183496, 2.184394, 2.183945,371.96, 0.000560744, 2.47308e-06
