Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 4, 3, 1.344170, 1.345263, 1.344625,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343421, 1.346472, 1.344914,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343483, 1.345470, 1.344879,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343478, 1.348808, 1.346205,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343464, 1.344838, 1.344057,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343489, 1.345049, 1.344346,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343556, 1.344367, 1.344041,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343457, 1.344494, 1.344057,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343467, 1.344682, 1.344146,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344153, 1.344937, 1.344424,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343488, 1.345141, 1.344235,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343488, 1.344513, 1.344019,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343476, 1.344721, 1.344174,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344149, 1.344876, 1.344420,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343927, 1.344536, 1.344273,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343509, 1.344933, 1.344301,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343493, 1.344979, 1.344133,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344154, 1.344917, 1.344416,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343503, 1.345279, 1.344300,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343515, 1.344603, 1.344163,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343512, 1.344517, 1.344098,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343446, 1.344540, 1.344091,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344173, 1.344887, 1.344466,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343487, 1.355974, 1.349796,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343440, 1.344966, 1.344352,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344200, 1.344840, 1.344438,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343502, 1.344908, 1.344106,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344072, 1.344702, 1.344339,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.343435, 1.344680, 1.343951,370.60, 0.000560744, 1.80087e-06
102045, 4, 3, 1.344165, 1.345108, 1.344525,370.60, 0.000560744, 1.80087e-06
10420, 4, 3, 0.248012, 0.248884, 0.248381,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247855, 0.252009, 0.249964,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247901, 0.249009, 0.248489,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247839, 0.250598, 0.249270,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248013, 0.248983, 0.248469,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248005, 0.249069, 0.248488,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247979, 0.249168, 0.248606,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247865, 0.248868, 0.248357,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247831, 0.248864, 0.248389,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248028, 0.248726, 0.248319,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247998, 0.248996, 0.248509,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248014, 0.248902, 0.248402,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248019, 0.248927, 0.248431,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247865, 0.248798, 0.248312,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248016, 0.249175, 0.248587,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247991, 0.248751, 0.248343,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247996, 0.249091, 0.248533,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247837, 0.249101, 0.248531,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248009, 0.249130, 0.248542,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248016, 0.249042, 0.248518,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248007, 0.248912, 0.248396,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248019, 0.248862, 0.248374,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248011, 0.249009, 0.248446,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247837, 0.248864, 0.248429,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248004, 0.248867, 0.248433,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248035, 0.249118, 0.248578,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247863, 0.248846, 0.248346,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.248023, 0.249001, 0.248509,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247836, 0.248885, 0.248407,76.88, 0.000217376, 1.01102e-05
10420, 4, 3, 0.247844, 0.248982, 0.248454,76.88, 0.000217376, 1.01102e-05
1052, 4, 3, 0.126793, 0.129085, 0.128014,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126815, 0.127922, 0.127370,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126798, 0.127688, 0.127218,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126827, 0.127785, 0.127312,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126802, 0.128109, 0.127450,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126798, 0.328237, 0.227523,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126815, 0.128035, 0.127431,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126791, 0.127576, 0.127180,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126818, 0.127845, 0.127315,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126818, 0.127882, 0.127331,14.44, 0.00109793, 5.43691e-05
1052, 4, 3, 0.126815, 0.128179, 0.127571,14.44, 0.00109793, 5.43691e-05
