Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 2, 3, 2.228167, 2.240344, 2.234256,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.225700, 2.240410, 2.233055,388.13, 0.000560743, 1.80137e-06
102045, 2, 3, 2.233089, 2.240463, 2.236776,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227577, 2.240122, 2.233849,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227842, 2.240071, 2.233957,388.13, 0.00145813, 2.92376e-06
102045, 2, 3, 2.229389, 2.240500, 2.234944,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.229218, 2.240360, 2.234789,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.229110, 2.240141, 2.234625,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227796, 2.240039, 2.233917,388.13, 0.00189464, 2.74417e-06
102045, 2, 3, 2.227715, 2.239959, 2.233837,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227983, 2.240247, 2.234115,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227740, 2.240065, 2.233903,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227451, 2.239994, 2.233723,388.13, 0.00221338, 3.75532e-06
102045, 2, 3, 2.227662, 2.240001, 2.233831,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227837, 2.240167, 2.234002,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227939, 2.240177, 2.234058,388.13, 0.00197593, 3.76463e-06
102045, 2, 3, 2.231219, 2.242194, 2.236707,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.229389, 2.240529, 2.234959,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227916, 2.240129, 2.234022,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227810, 2.240197, 2.234004,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.228125, 2.240445, 2.234285,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.229694, 2.240758, 2.235226,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227772, 2.240087, 2.233929,388.13, 0.00117024, 2.23437e-06
102045, 2, 3, 2.228987, 2.240054, 2.234520,388.13, 0.000560743, 1.81059e-06
102045, 2, 3, 2.228140, 2.240450, 2.234295,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.228078, 2.240318, 2.234198,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.227982, 2.240245, 2.234114,388.13, 0.000560743, 1.80086e-06
