Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 2, 3, 2.274892, 2.275156, 2.275024,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274869, 2.275155, 2.275012,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274278, 2.275199, 2.274738,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274264, 2.298710, 2.286487,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274124, 2.275073, 2.274599,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274755, 2.275939, 2.275347,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274719, 2.275115, 2.274917,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274605, 2.296688, 2.285646,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274095, 2.275049, 2.274572,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274733, 2.275019, 2.274876,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274049, 2.274966, 2.274507,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274077, 2.296264, 2.285170,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274014, 2.274949, 2.274482,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273977, 2.274858, 2.274418,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274008, 2.274878, 2.274443,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274509, 2.274749, 2.274629,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274055, 2.275070, 2.274562,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273906, 2.274820, 2.274363,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273905, 2.274809, 2.274357,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273976, 2.300803, 2.287390,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273861, 2.274821, 2.274341,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274348, 2.274628, 2.274488,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274417, 2.274671, 2.274544,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273907, 2.298481, 2.286194,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273854, 2.274850, 2.274352,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274382, 2.274735, 2.274558,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.273802, 2.274795, 2.274299,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274200, 2.297784, 2.285992,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274764, 2.275102, 2.274933,388.13, 0.000560743, 1.80086e-06
102045, 2, 3, 2.274760, 2.275075, 2.274917,388.13, 0.000560743, 1.80086e-06
10420, 2, 3, 0.331054, 0.332451, 0.331753,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331046, 0.331549, 0.331298,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331049, 0.331861, 0.331455,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330970, 0.331591, 0.331281,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330944, 0.331590, 0.331267,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330956, 0.331559, 0.331258,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331050, 0.331573, 0.331312,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330954, 0.331565, 0.331259,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330972, 0.331592, 0.331282,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331025, 0.331569, 0.331297,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331022, 0.331557, 0.331289,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331039, 0.331640, 0.331340,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331051, 0.331582, 0.331316,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331047, 0.331601, 0.331324,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331052, 0.331583, 0.331317,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331023, 0.331655, 0.331339,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331029, 0.331614, 0.331321,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331019, 0.331555, 0.331287,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330998, 0.331653, 0.331326,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.330978, 0.331597, 0.331287,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331058, 0.331605, 0.331331,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331049, 0.331568, 0.331308,83.21, 0.000217376, 1.01103e-05
10420, 2, 3, 0.331048, 0.331607, 0.331327,83.21, 0.000217376, 1.01103e-05
