Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Min_Send_Bw, Max_Send_Bw(Secs), Average_Send_Bw(Secs), Min_Rec_Bw, Max_Rec_Bw(Secs), Average_Recv_Bw(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 1, 3, 5.368690, 5.368690, 5.368690,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.369231, 5.369231, 5.369231,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.367240, 5.367240, 5.367240,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.368121, 5.368121, 5.368121,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.367452, 5.367452, 5.367452,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.368399, 5.368399, 5.368399,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.367899, 5.367899, 5.367899,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.367920, 5.367920, 5.367920,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.367743, 5.367743, 5.367743,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
102045, 1, 3, 5.368313, 5.368313, 5.368313,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,0.00, 0.000560743, 1.80086e-06
