Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Min_Send_Bw, Max_Send_Bw(Secs), Average_Send_Bw(Secs), Min_Rec_Bw, Max_Rec_Bw(Secs), Average_Recv_Bw(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 2, 3, 2.335801, 2.336248, 2.336024,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335629, 2.337061, 2.336345,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335601, 2.336177, 2.335889,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335806, 2.336355, 2.336081,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335773, 2.336227, 2.336000,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335564, 2.336146, 2.335855,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335637, 2.336226, 2.335931,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335734, 2.336248, 2.335991,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335781, 2.336261, 2.336021,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335619, 2.336287, 2.335953,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335668, 2.336281, 2.335975,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335824, 2.336327, 2.336076,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335582, 2.336219, 2.335901,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335699, 2.336292, 2.335995,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335622, 2.336377, 2.336000,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335645, 2.336340, 2.335993,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335616, 2.336188, 2.335902,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335759, 2.336217, 2.335988,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
102045, 2, 3, 2.335761, 2.336251, 2.336006,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,99000000000000003322788222869388050464287720924225301737001297968629172971117941267067209544670117888.000000, inf, inf,371.96, 0.000560744, 1.80087e-06
