Elements, num_of_proc, p_N, Min_Exec_Time(Secs), Max_Exec_Time(Secs), Average_Exec_Time(Secs), Data_size(in KB), Nodal_error, L2 Error
102045, 2, 3, 2.973014, 2.983078, 2.978046,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972093, 2.983845, 2.977969,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.982056, 2.984157, 2.983106,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971250, 2.982687, 2.976969,388.83, 0.000560743, 1.80481e-06
102045, 2, 3, 2.972079, 2.982962, 2.977520,388.83, 0.000560743, 1.80292e-06
102045, 2, 3, 2.972681, 2.982523, 2.977602,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970926, 2.982449, 2.976688,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972181, 2.981834, 2.977007,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971519, 2.982492, 2.977006,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972043, 2.982106, 2.977074,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970964, 2.982320, 2.976642,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971814, 2.982066, 2.976940,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970759, 2.982219, 2.976489,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971042, 2.981912, 2.976477,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971927, 2.982021, 2.976974,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972374, 2.982449, 2.977411,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970400, 2.981838, 2.976119,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970439, 2.981619, 2.976029,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970847, 2.981978, 2.976413,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972211, 2.982248, 2.977230,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971634, 2.982726, 2.977180,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972132, 2.981495, 2.976814,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971870, 2.982053, 2.976962,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972492, 2.982422, 2.977457,388.83, 0.00134104, 2.23685e-06
102045, 2, 3, 2.972062, 2.983492, 2.977777,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970663, 2.982060, 2.976362,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.971292, 2.982215, 2.976754,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.970836, 2.982208, 2.976522,388.83, 0.000560743, 1.80086e-06
102045, 2, 3, 2.972133, 2.982464, 2.977298,388.83, 0.000560743, 1.80111e-06
102045, 2, 3, 2.970577, 2.982169, 2.976373,388.83, 0.000560743, 1.80086e-06
10420, 2, 3, 0.434397, 0.434874, 0.434635,83.44, 0.000217376, 1.01103e-05
10420, 2, 3, 0.433988, 0.435260, 0.434624,83.44, 0.000217376, 1.01103e-05
10420, 2, 3, 0.434509, 0.436879, 0.435694,83.44, 0.000217376, 1.01103e-05
10420, 2, 3, 0.433987, 0.434678, 0.434333,83.44, 0.000217376, 1.01103e-05
10420, 2, 3, 0.433556, 0.434259, 0.433908,83.44, 0.000217376, 1.01103e-05
10420, 2, 3, 0.432738, 0.434373, 0.433556,83.44, 0.000217376, 1.01103e-05
